SimulationPolicy	ACInventory	SRC	RCInventory	Period	AnalysisType	Response	DemandSignal	ResponseType
Rotational	13	770200R00	16	PreSurge	Dynamic	0.729269282	SS+Surge	Fill
Rotational	13	770200R00	16	Surge	Dynamic	0.049289316	SS+Surge	Fill
Rotational	13	770200R00	16	PostSurge	Dynamic	0.474510844	SS+Surge	Fill
Rotational	13	770200R00	16	PreSurge	Dynamic	0	SS+Surge	Surplus
Rotational	13	770200R00	16	Surge	Dynamic	9	SS+Surge	Surplus
Rotational	13	770200R00	16	PostSurge	Dynamic	0	SS+Surge	Surplus
Rotational	16	770200R00	4	PreSurge	Dynamic	0.753554811	SS+Surge	Fill
Rotational	16	770200R00	4	Surge	Dynamic	0.315823066	SS+Surge	Fill
Rotational	16	770200R00	4	PostSurge	Dynamic	0.023780128	SS+Surge	Fill
Rotational	16	770200R00	4	PreSurge	Dynamic	7	SS+Surge	Surplus
Rotational	16	770200R00	4	Surge	Dynamic	7	SS+Surge	Surplus
Rotational	16	770200R00	4	PostSurge	Dynamic	4	SS+Surge	Surplus
Rotational	16	770200R00	8	PreSurge	Dynamic	0.33167163	SS+Surge	Fill
Rotational	16	770200R00	8	Surge	Dynamic	0.956247596	SS+Surge	Fill
Rotational	16	770200R00	8	PostSurge	Dynamic	0.967761601	SS+Surge	Fill
Rotational	16	770200R00	8	PreSurge	Dynamic	7	SS+Surge	Surplus
Rotational	16	770200R00	8	Surge	Dynamic	7	SS+Surge	Surplus
Rotational	16	770200R00	8	PostSurge	Dynamic	9	SS+Surge	Surplus
Rotational	16	770200R00	12	PreSurge	Dynamic	0.64318904	SS+Surge	Fill
Rotational	16	770200R00	12	Surge	Dynamic	0.634385959	SS+Surge	Fill
Rotational	16	770200R00	12	PostSurge	Dynamic	0.917990876	SS+Surge	Fill
Rotational	16	770200R00	12	PreSurge	Dynamic	8	SS+Surge	Surplus
Rotational	16	770200R00	12	Surge	Dynamic	8	SS+Surge	Surplus
Rotational	16	770200R00	12	PostSurge	Dynamic	5	SS+Surge	Surplus
Rotational	16	770200R00	16	PreSurge	Dynamic	0.122891372	SS+Surge	Fill
Rotational	16	770200R00	16	Surge	Dynamic	0.177152527	SS+Surge	Fill
Rotational	16	770200R00	16	PostSurge	Dynamic	0.138319239	SS+Surge	Fill
Rotational	16	770200R00	16	PreSurge	Dynamic	6	SS+Surge	Surplus
Rotational	16	770200R00	16	Surge	Dynamic	8	SS+Surge	Surplus
Rotational	16	770200R00	16	PostSurge	Dynamic	9	SS+Surge	Surplus
Rotational	19	770200R00	4	PreSurge	Dynamic	0.667045091	SS+Surge	Fill
Rotational	19	770200R00	4	Surge	Dynamic	0.497034871	SS+Surge	Fill
Rotational	19	770200R00	4	PostSurge	Dynamic	0.133196551	SS+Surge	Fill
Rotational	19	770200R00	4	PreSurge	Dynamic	5	SS+Surge	Surplus
Rotational	19	770200R00	4	Surge	Dynamic	0	SS+Surge	Surplus
Rotational	19	770200R00	4	PostSurge	Dynamic	9	SS+Surge	Surplus
Rotational	19	770200R00	8	PreSurge	Dynamic	0.173709619	SS+Surge	Fill
Rotational	19	770200R00	8	Surge	Dynamic	0.334935932	SS+Surge	Fill
Rotational	19	770200R00	8	PostSurge	Dynamic	0.839315892	SS+Surge	Fill
Rotational	19	770200R00	8	PreSurge	Dynamic	0	SS+Surge	Surplus
Rotational	19	770200R00	8	Surge	Dynamic	1	SS+Surge	Surplus
Rotational	19	770200R00	8	PostSurge	Dynamic	1	SS+Surge	Surplus
Rotational	19	770200R00	12	PreSurge	Dynamic	0.542806	SS+Surge	Fill
Rotational	19	770200R00	12	Surge	Dynamic	0.351355659	SS+Surge	Fill
Rotational	19	770200R00	12	PostSurge	Dynamic	0.986286639	SS+Surge	Fill
Rotational	19	770200R00	12	PreSurge	Dynamic	4	SS+Surge	Surplus
Rotational	19	770200R00	12	Surge	Dynamic	6	SS+Surge	Surplus
Rotational	19	770200R00	12	PostSurge	Dynamic	3	SS+Surge	Surplus
Rotational	19	770200R00	16	PreSurge	Dynamic	0.943393441	SS+Surge	Fill
Rotational	19	770200R00	16	Surge	Dynamic	0.920311959	SS+Surge	Fill
Rotational	19	770200R00	16	PostSurge	Dynamic	0.600850809	SS+Surge	Fill
Rotational	19	770200R00	16	PreSurge	Dynamic	1	SS+Surge	Surplus
Rotational	19	770200R00	16	Surge	Dynamic	2	SS+Surge	Surplus
Rotational	19	770200R00	16	PostSurge	Dynamic	9	SS+Surge	Surplus
MaxUtilization	10	Bilbo	4	PreSurge	Dynamic	0.63879239	SteadyState	Fill
MaxUtilization	10	Bilbo	4	Surge	Dynamic	0.678096795	SteadyState	Fill
MaxUtilization	10	Bilbo	4	PostSurge	Dynamic	0.990825094	SteadyState	Fill
MaxUtilization	10	Bilbo	4	PreSurge	Dynamic	0	SteadyState	Surplus
MaxUtilization	10	Bilbo	4	Surge	Dynamic	8	SteadyState	Surplus
MaxUtilization	10	Bilbo	4	PostSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	10	Bilbo	8	PreSurge	Dynamic	0.164560729	SteadyState	Fill
MaxUtilization	10	Bilbo	8	Surge	Dynamic	0.019226328	SteadyState	Fill
MaxUtilization	10	Bilbo	8	PostSurge	Dynamic	0.344789777	SteadyState	Fill
MaxUtilization	10	Bilbo	8	PreSurge	Dynamic	5	SteadyState	Surplus
MaxUtilization	10	Bilbo	8	Surge	Dynamic	5	SteadyState	Surplus
MaxUtilization	10	Bilbo	8	PostSurge	Dynamic	0	SteadyState	Surplus
MaxUtilization	10	Bilbo	12	PreSurge	Dynamic	0.946478127	SteadyState	Fill
MaxUtilization	10	Bilbo	12	Surge	Dynamic	0.307936398	SteadyState	Fill
MaxUtilization	10	Bilbo	12	PostSurge	Dynamic	0.1037831	SteadyState	Fill
MaxUtilization	10	Bilbo	12	PreSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	10	Bilbo	12	Surge	Dynamic	7	SteadyState	Surplus
MaxUtilization	10	Bilbo	12	PostSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	10	Bilbo	16	PreSurge	Dynamic	0.089099547	SteadyState	Fill
MaxUtilization	10	Bilbo	16	Surge	Dynamic	0.250336167	SteadyState	Fill
MaxUtilization	10	Bilbo	16	PostSurge	Dynamic	0.830995667	SteadyState	Fill
MaxUtilization	10	Bilbo	16	PreSurge	Dynamic	4	SteadyState	Surplus
MaxUtilization	10	Bilbo	16	Surge	Dynamic	5	SteadyState	Surplus
MaxUtilization	10	Bilbo	16	PostSurge	Dynamic	1	SteadyState	Surplus
MaxUtilization	13	Bilbo	4	PreSurge	Dynamic	0.670453872	SteadyState	Fill
MaxUtilization	13	Bilbo	4	Surge	Dynamic	0.236777802	SteadyState	Fill
MaxUtilization	13	Bilbo	4	PostSurge	Dynamic	0.550672506	SteadyState	Fill
MaxUtilization	13	Bilbo	4	PreSurge	Dynamic	5	SteadyState	Surplus
MaxUtilization	13	Bilbo	4	Surge	Dynamic	0	SteadyState	Surplus
MaxUtilization	13	Bilbo	4	PostSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	13	Bilbo	8	PreSurge	Dynamic	0.352313483	SteadyState	Fill
MaxUtilization	13	Bilbo	8	Surge	Dynamic	0.274916596	SteadyState	Fill
MaxUtilization	13	Bilbo	8	PostSurge	Dynamic	0.620970148	SteadyState	Fill
MaxUtilization	13	Bilbo	8	PreSurge	Dynamic	6	SteadyState	Surplus
MaxUtilization	13	Bilbo	8	Surge	Dynamic	6	SteadyState	Surplus
MaxUtilization	13	Bilbo	8	PostSurge	Dynamic	2	SteadyState	Surplus
MaxUtilization	13	Bilbo	12	PreSurge	Dynamic	0.912248376	SteadyState	Fill
MaxUtilization	13	Bilbo	12	Surge	Dynamic	0.571989339	SteadyState	Fill
MaxUtilization	13	Bilbo	12	PostSurge	Dynamic	0.617110854	SteadyState	Fill
MaxUtilization	13	Bilbo	12	PreSurge	Dynamic	2	SteadyState	Surplus
MaxUtilization	13	Bilbo	12	Surge	Dynamic	3	SteadyState	Surplus
MaxUtilization	13	Bilbo	12	PostSurge	Dynamic	7	SteadyState	Surplus
MaxUtilization	13	Bilbo	16	PreSurge	Dynamic	0.674378772	SteadyState	Fill
MaxUtilization	13	Bilbo	16	Surge	Dynamic	0.742567016	SteadyState	Fill
MaxUtilization	13	Bilbo	16	PostSurge	Dynamic	0.447425955	SteadyState	Fill
MaxUtilization	13	Bilbo	16	PreSurge	Dynamic	4	SteadyState	Surplus
MaxUtilization	13	Bilbo	16	Surge	Dynamic	5	SteadyState	Surplus
MaxUtilization	13	Bilbo	16	PostSurge	Dynamic	2	SteadyState	Surplus
MaxUtilization	16	Bilbo	4	PreSurge	Dynamic	0.058206498	SteadyState	Fill
MaxUtilization	16	Bilbo	4	Surge	Dynamic	0.789855764	SteadyState	Fill
MaxUtilization	16	Bilbo	4	PostSurge	Dynamic	0.819263086	SteadyState	Fill
MaxUtilization	16	Bilbo	4	PreSurge	Dynamic	7	SteadyState	Surplus
MaxUtilization	16	Bilbo	4	Surge	Dynamic	5	SteadyState	Surplus
MaxUtilization	16	Bilbo	4	PostSurge	Dynamic	6	SteadyState	Surplus
MaxUtilization	16	Bilbo	8	PreSurge	Dynamic	0.173862897	SteadyState	Fill
MaxUtilization	16	Bilbo	8	Surge	Dynamic	0.380816235	SteadyState	Fill
MaxUtilization	16	Bilbo	8	PostSurge	Dynamic	0.074598012	SteadyState	Fill
MaxUtilization	16	Bilbo	8	PreSurge	Dynamic	1	SteadyState	Surplus
MaxUtilization	16	Bilbo	8	Surge	Dynamic	2	SteadyState	Surplus
MaxUtilization	16	Bilbo	8	PostSurge	Dynamic	1	SteadyState	Surplus
MaxUtilization	16	Bilbo	12	PreSurge	Dynamic	0.709161999	SteadyState	Fill
MaxUtilization	16	Bilbo	12	Surge	Dynamic	0.876110058	SteadyState	Fill
MaxUtilization	16	Bilbo	12	PostSurge	Dynamic	0.48376909	SteadyState	Fill
MaxUtilization	16	Bilbo	12	PreSurge	Dynamic	5	SteadyState	Surplus
MaxUtilization	16	Bilbo	12	Surge	Dynamic	9	SteadyState	Surplus
MaxUtilization	16	Bilbo	12	PostSurge	Dynamic	6	SteadyState	Surplus
MaxUtilization	16	Bilbo	16	PreSurge	Dynamic	0.217468527	SteadyState	Fill
MaxUtilization	16	Bilbo	16	Surge	Dynamic	0.125202545	SteadyState	Fill
MaxUtilization	16	Bilbo	16	PostSurge	Dynamic	0.024140788	SteadyState	Fill
MaxUtilization	16	Bilbo	16	PreSurge	Dynamic	5	SteadyState	Surplus
MaxUtilization	16	Bilbo	16	Surge	Dynamic	2	SteadyState	Surplus
MaxUtilization	16	Bilbo	16	PostSurge	Dynamic	0	SteadyState	Surplus
MaxUtilization	19	Bilbo	4	PreSurge	Dynamic	0.310932263	SteadyState	Fill
MaxUtilization	19	Bilbo	4	Surge	Dynamic	0.156766298	SteadyState	Fill
MaxUtilization	19	Bilbo	4	PostSurge	Dynamic	0.979680239	SteadyState	Fill
MaxUtilization	19	Bilbo	4	PreSurge	Dynamic	3	SteadyState	Surplus
MaxUtilization	19	Bilbo	4	Surge	Dynamic	6	SteadyState	Surplus
MaxUtilization	19	Bilbo	4	PostSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	19	Bilbo	8	PreSurge	Dynamic	0.47333066	SteadyState	Fill
MaxUtilization	19	Bilbo	8	Surge	Dynamic	0.718631222	SteadyState	Fill
MaxUtilization	19	Bilbo	8	PostSurge	Dynamic	0.925248518	SteadyState	Fill
MaxUtilization	19	Bilbo	8	PreSurge	Dynamic	8	SteadyState	Surplus
MaxUtilization	19	Bilbo	8	Surge	Dynamic	4	SteadyState	Surplus
MaxUtilization	19	Bilbo	8	PostSurge	Dynamic	6	SteadyState	Surplus
MaxUtilization	19	Bilbo	12	PreSurge	Dynamic	0.059700972	SteadyState	Fill
MaxUtilization	19	Bilbo	12	Surge	Dynamic	0.705575378	SteadyState	Fill
MaxUtilization	19	Bilbo	12	PostSurge	Dynamic	0.650592199	SteadyState	Fill
MaxUtilization	19	Bilbo	12	PreSurge	Dynamic	1	SteadyState	Surplus
MaxUtilization	19	Bilbo	12	Surge	Dynamic	2	SteadyState	Surplus
MaxUtilization	19	Bilbo	12	PostSurge	Dynamic	9	SteadyState	Surplus
MaxUtilization	19	Bilbo	16	PreSurge	Dynamic	0.172108885	SteadyState	Fill
MaxUtilization	19	Bilbo	16	Surge	Dynamic	0.084788351	SteadyState	Fill
MaxUtilization	19	Bilbo	16	PostSurge	Dynamic	0.725173609	SteadyState	Fill
MaxUtilization	19	Bilbo	16	PreSurge	Dynamic	4	SteadyState	Surplus
MaxUtilization	19	Bilbo	16	Surge	Dynamic	7	SteadyState	Surplus
MaxUtilization	19	Bilbo	16	PostSurge	Dynamic	3	SteadyState	Surplus
MaxUtilization	10	Bilbo	4	PreSurge	Dynamic	0.165144135	SS+Surge	Fill
MaxUtilization	10	Bilbo	4	Surge	Dynamic	0.137277381	SS+Surge	Fill
MaxUtilization	10	Bilbo	4	PostSurge	Dynamic	0.894575306	SS+Surge	Fill
MaxUtilization	10	Bilbo	4	PreSurge	Dynamic	1	SS+Surge	Surplus
MaxUtilization	10	Bilbo	4	Surge	Dynamic	6	SS+Surge	Surplus
MaxUtilization	10	Bilbo	4	PostSurge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	10	Bilbo	8	PreSurge	Dynamic	0.510780816	SS+Surge	Fill
MaxUtilization	10	Bilbo	8	Surge	Dynamic	0.000116821	SS+Surge	Fill
MaxUtilization	10	Bilbo	8	PostSurge	Dynamic	0.56760801	SS+Surge	Fill
MaxUtilization	10	Bilbo	8	PreSurge	Dynamic	2	SS+Surge	Surplus
MaxUtilization	10	Bilbo	8	Surge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	10	Bilbo	8	PostSurge	Dynamic	2	SS+Surge	Surplus
MaxUtilization	10	Bilbo	12	PreSurge	Dynamic	0.156693615	SS+Surge	Fill
MaxUtilization	10	Bilbo	12	Surge	Dynamic	0.362425548	SS+Surge	Fill
MaxUtilization	10	Bilbo	12	PostSurge	Dynamic	0.832668002	SS+Surge	Fill
MaxUtilization	10	Bilbo	12	PreSurge	Dynamic	6	SS+Surge	Surplus
MaxUtilization	10	Bilbo	12	Surge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	10	Bilbo	12	PostSurge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	10	Bilbo	16	PreSurge	Dynamic	0.658456709	SS+Surge	Fill
MaxUtilization	10	Bilbo	16	Surge	Dynamic	0.152336482	SS+Surge	Fill
MaxUtilization	10	Bilbo	16	PostSurge	Dynamic	0.811431081	SS+Surge	Fill
MaxUtilization	10	Bilbo	16	PreSurge	Dynamic	9	SS+Surge	Surplus
MaxUtilization	10	Bilbo	16	Surge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	10	Bilbo	16	PostSurge	Dynamic	8	SS+Surge	Surplus
MaxUtilization	13	Bilbo	4	PreSurge	Dynamic	0.614621531	SS+Surge	Fill
MaxUtilization	13	Bilbo	4	Surge	Dynamic	0.489908717	SS+Surge	Fill
MaxUtilization	13	Bilbo	4	PostSurge	Dynamic	0.593612481	SS+Surge	Fill
MaxUtilization	13	Bilbo	4	PreSurge	Dynamic	7	SS+Surge	Surplus
MaxUtilization	13	Bilbo	4	Surge	Dynamic	2	SS+Surge	Surplus
MaxUtilization	13	Bilbo	4	PostSurge	Dynamic	9	SS+Surge	Surplus
MaxUtilization	13	Bilbo	8	PreSurge	Dynamic	0.941699498	SS+Surge	Fill
MaxUtilization	13	Bilbo	8	Surge	Dynamic	0.580717247	SS+Surge	Fill
MaxUtilization	13	Bilbo	8	PostSurge	Dynamic	0.421116793	SS+Surge	Fill
MaxUtilization	13	Bilbo	8	PreSurge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	13	Bilbo	8	Surge	Dynamic	6	SS+Surge	Surplus
MaxUtilization	13	Bilbo	8	PostSurge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	13	Bilbo	12	PreSurge	Dynamic	0.497668043	SS+Surge	Fill
MaxUtilization	13	Bilbo	12	Surge	Dynamic	0.517400384	SS+Surge	Fill
MaxUtilization	13	Bilbo	12	PostSurge	Dynamic	0.423176488	SS+Surge	Fill
MaxUtilization	13	Bilbo	12	PreSurge	Dynamic	6	SS+Surge	Surplus
MaxUtilization	13	Bilbo	12	Surge	Dynamic	1	SS+Surge	Surplus
MaxUtilization	13	Bilbo	12	PostSurge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	13	Bilbo	16	PreSurge	Dynamic	0.498748291	SS+Surge	Fill
MaxUtilization	13	Bilbo	16	Surge	Dynamic	0.744290552	SS+Surge	Fill
MaxUtilization	13	Bilbo	16	PostSurge	Dynamic	0.812631935	SS+Surge	Fill
MaxUtilization	13	Bilbo	16	PreSurge	Dynamic	1	SS+Surge	Surplus
MaxUtilization	13	Bilbo	16	Surge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	13	Bilbo	16	PostSurge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	16	Bilbo	4	PreSurge	Dynamic	0.122723906	SS+Surge	Fill
MaxUtilization	16	Bilbo	4	Surge	Dynamic	0.747814336	SS+Surge	Fill
MaxUtilization	16	Bilbo	4	PostSurge	Dynamic	0.600818417	SS+Surge	Fill
MaxUtilization	16	Bilbo	4	PreSurge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	16	Bilbo	4	Surge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	16	Bilbo	4	PostSurge	Dynamic	8	SS+Surge	Surplus
MaxUtilization	16	Bilbo	8	PreSurge	Dynamic	0.997707693	SS+Surge	Fill
MaxUtilization	16	Bilbo	8	Surge	Dynamic	0.058910836	SS+Surge	Fill
MaxUtilization	16	Bilbo	8	PostSurge	Dynamic	0.184946326	SS+Surge	Fill
MaxUtilization	16	Bilbo	8	PreSurge	Dynamic	8	SS+Surge	Surplus
MaxUtilization	16	Bilbo	8	Surge	Dynamic	6	SS+Surge	Surplus
MaxUtilization	16	Bilbo	8	PostSurge	Dynamic	1	SS+Surge	Surplus
MaxUtilization	16	Bilbo	12	PreSurge	Dynamic	0.829618241	SS+Surge	Fill
MaxUtilization	16	Bilbo	12	Surge	Dynamic	0.011448158	SS+Surge	Fill
MaxUtilization	16	Bilbo	12	PostSurge	Dynamic	0.514617612	SS+Surge	Fill
MaxUtilization	16	Bilbo	12	PreSurge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	16	Bilbo	12	Surge	Dynamic	7	SS+Surge	Surplus
MaxUtilization	16	Bilbo	12	PostSurge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	16	Bilbo	16	PreSurge	Dynamic	0.913179275	SS+Surge	Fill
MaxUtilization	16	Bilbo	16	Surge	Dynamic	0.682555713	SS+Surge	Fill
MaxUtilization	16	Bilbo	16	PostSurge	Dynamic	0.407314712	SS+Surge	Fill
MaxUtilization	16	Bilbo	16	PreSurge	Dynamic	2	SS+Surge	Surplus
MaxUtilization	16	Bilbo	16	Surge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	16	Bilbo	16	PostSurge	Dynamic	5	SS+Surge	Surplus
MaxUtilization	19	Bilbo	4	PreSurge	Dynamic	0.435351423	SS+Surge	Fill
MaxUtilization	19	Bilbo	4	Surge	Dynamic	0.758847514	SS+Surge	Fill
MaxUtilization	19	Bilbo	4	PostSurge	Dynamic	0.207305466	SS+Surge	Fill
MaxUtilization	19	Bilbo	4	PreSurge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	19	Bilbo	4	Surge	Dynamic	1	SS+Surge	Surplus
MaxUtilization	19	Bilbo	4	PostSurge	Dynamic	5	SS+Surge	Surplus
MaxUtilization	19	Bilbo	8	PreSurge	Dynamic	0.348975519	SS+Surge	Fill
MaxUtilization	19	Bilbo	8	Surge	Dynamic	0.610479591	SS+Surge	Fill
MaxUtilization	19	Bilbo	8	PostSurge	Dynamic	0.666279669	SS+Surge	Fill
MaxUtilization	19	Bilbo	8	PreSurge	Dynamic	7	SS+Surge	Surplus
MaxUtilization	19	Bilbo	8	Surge	Dynamic	7	SS+Surge	Surplus
MaxUtilization	19	Bilbo	8	PostSurge	Dynamic	4	SS+Surge	Surplus
MaxUtilization	19	Bilbo	12	PreSurge	Dynamic	0.747151369	SS+Surge	Fill
MaxUtilization	19	Bilbo	12	Surge	Dynamic	0.918526031	SS+Surge	Fill
MaxUtilization	19	Bilbo	12	PostSurge	Dynamic	0.26189704	SS+Surge	Fill
MaxUtilization	19	Bilbo	12	PreSurge	Dynamic	9	SS+Surge	Surplus
MaxUtilization	19	Bilbo	12	Surge	Dynamic	8	SS+Surge	Surplus
MaxUtilization	19	Bilbo	12	PostSurge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	19	Bilbo	16	PreSurge	Dynamic	0.481470661	SS+Surge	Fill
MaxUtilization	19	Bilbo	16	Surge	Dynamic	0.767812426	SS+Surge	Fill
MaxUtilization	19	Bilbo	16	PostSurge	Dynamic	0.303883117	SS+Surge	Fill
MaxUtilization	19	Bilbo	16	PreSurge	Dynamic	3	SS+Surge	Surplus
MaxUtilization	19	Bilbo	16	Surge	Dynamic	0	SS+Surge	Surplus
MaxUtilization	19	Bilbo	16	PostSurge	Dynamic	1	SS+Surge	Surplus
Rotational	10	Bilbo	4	PreSurge	Dynamic	0.662521273	SteadyState	Fill
Rotational	10	Bilbo	4	Surge	Dynamic	0.086526365	SteadyState	Fill
Rotational	10	Bilbo	4	PostSurge	Dynamic	0.044837143	SteadyState	Fill
Rotational	10	Bilbo	4	PreSurge	Dynamic	1	SteadyState	Surplus
Rotational	10	Bilbo	4	Surge	Dynamic	9	SteadyState	Surplus
Rotational	10	Bilbo	4	PostSurge	Dynamic	3	SteadyState	Surplus
Rotational	10	Bilbo	8	PreSurge	Dynamic	0.378807063	SteadyState	Fill
Rotational	10	Bilbo	8	Surge	Dynamic	0.756921754	SteadyState	Fill
Rotational	10	Bilbo	8	PostSurge	Dynamic	0.599863956	SteadyState	Fill
Rotational	10	Bilbo	8	PreSurge	Dynamic	2	SteadyState	Surplus
Rotational	10	Bilbo	8	Surge	Dynamic	1	SteadyState	Surplus
Rotational	10	Bilbo	8	PostSurge	Dynamic	7	SteadyState	Surplus
Rotational	10	Bilbo	12	PreSurge	Dynamic	0.736985345	SteadyState	Fill
Rotational	10	Bilbo	12	Surge	Dynamic	0.131410685	SteadyState	Fill
Rotational	10	Bilbo	12	PostSurge	Dynamic	0.067738573	SteadyState	Fill
Rotational	10	Bilbo	12	PreSurge	Dynamic	0	SteadyState	Surplus
Rotational	10	Bilbo	12	Surge	Dynamic	4	SteadyState	Surplus
Rotational	10	Bilbo	12	PostSurge	Dynamic	3	SteadyState	Surplus
Rotational	10	Bilbo	16	PreSurge	Dynamic	0.225589526	SteadyState	Fill
Rotational	10	Bilbo	16	Surge	Dynamic	0.23033256	SteadyState	Fill
Rotational	10	Bilbo	16	PostSurge	Dynamic	0.665657706	SteadyState	Fill
Rotational	10	Bilbo	16	PreSurge	Dynamic	3	SteadyState	Surplus
Rotational	10	Bilbo	16	Surge	Dynamic	9	SteadyState	Surplus
Rotational	10	Bilbo	16	PostSurge	Dynamic	2	SteadyState	Surplus
Rotational	13	Bilbo	4	PreSurge	Dynamic	0.546528537	SteadyState	Fill
Rotational	13	Bilbo	4	Surge	Dynamic	0.658619215	SteadyState	Fill
Rotational	13	Bilbo	4	PostSurge	Dynamic	0.565704663	SteadyState	Fill
Rotational	13	Bilbo	4	PreSurge	Dynamic	0	SteadyState	Surplus
Rotational	13	Bilbo	4	Surge	Dynamic	7	SteadyState	Surplus
Rotational	13	Bilbo	4	PostSurge	Dynamic	4	SteadyState	Surplus
Rotational	13	Bilbo	8	PreSurge	Dynamic	0.850864295	SteadyState	Fill
Rotational	13	Bilbo	8	Surge	Dynamic	0.517226265	SteadyState	Fill
Rotational	13	Bilbo	8	PostSurge	Dynamic	0.126803494	SteadyState	Fill
Rotational	13	Bilbo	8	PreSurge	Dynamic	9	SteadyState	Surplus
Rotational	13	Bilbo	8	Surge	Dynamic	3	SteadyState	Surplus
Rotational	13	Bilbo	8	PostSurge	Dynamic	4	SteadyState	Surplus
Rotational	13	Bilbo	12	PreSurge	Dynamic	0.711765136	SteadyState	Fill
Rotational	13	Bilbo	12	Surge	Dynamic	0.982238044	SteadyState	Fill
Rotational	13	Bilbo	12	PostSurge	Dynamic	0.32089196	SteadyState	Fill
Rotational	13	Bilbo	12	PreSurge	Dynamic	8	SteadyState	Surplus
Rotational	13	Bilbo	12	Surge	Dynamic	7	SteadyState	Surplus
Rotational	13	Bilbo	12	PostSurge	Dynamic	2	SteadyState	Surplus
Rotational	13	Bilbo	16	PreSurge	Dynamic	0.919093355	SteadyState	Fill
Rotational	13	Bilbo	16	Surge	Dynamic	0.132516766	SteadyState	Fill
Rotational	13	Bilbo	16	PostSurge	Dynamic	0.872902662	SteadyState	Fill
Rotational	13	Bilbo	16	PreSurge	Dynamic	4	SteadyState	Surplus
Rotational	13	Bilbo	16	Surge	Dynamic	5	SteadyState	Surplus
Rotational	13	Bilbo	16	PostSurge	Dynamic	5	SteadyState	Surplus
Rotational	16	Bilbo	4	PreSurge	Dynamic	0.084660173	SteadyState	Fill
Rotational	16	Bilbo	4	Surge	Dynamic	0.300068287	SteadyState	Fill
Rotational	16	Bilbo	4	PostSurge	Dynamic	0.284383227	SteadyState	Fill
Rotational	16	Bilbo	4	PreSurge	Dynamic	7	SteadyState	Surplus
Rotational	16	Bilbo	4	Surge	Dynamic	5	SteadyState	Surplus
Rotational	16	Bilbo	4	PostSurge	Dynamic	9	SteadyState	Surplus
Rotational	16	Bilbo	8	PreSurge	Dynamic	0.199498877	SteadyState	Fill
Rotational	16	Bilbo	8	Surge	Dynamic	0.14222765	SteadyState	Fill
Rotational	16	Bilbo	8	PostSurge	Dynamic	0.850562368	SteadyState	Fill
Rotational	16	Bilbo	8	PreSurge	Dynamic	8	SteadyState	Surplus
Rotational	16	Bilbo	8	Surge	Dynamic	2	SteadyState	Surplus
Rotational	16	Bilbo	8	PostSurge	Dynamic	7	SteadyState	Surplus
Rotational	16	Bilbo	12	PreSurge	Dynamic	0.326166699	SteadyState	Fill
Rotational	16	Bilbo	12	Surge	Dynamic	0.659490611	SteadyState	Fill
Rotational	16	Bilbo	12	PostSurge	Dynamic	0.667604854	SteadyState	Fill
Rotational	16	Bilbo	12	PreSurge	Dynamic	4	SteadyState	Surplus
Rotational	16	Bilbo	12	Surge	Dynamic	5	SteadyState	Surplus
Rotational	16	Bilbo	12	PostSurge	Dynamic	0	SteadyState	Surplus
Rotational	16	Bilbo	16	PreSurge	Dynamic	0.978566564	SteadyState	Fill
Rotational	16	Bilbo	16	Surge	Dynamic	0.047371762	SteadyState	Fill
Rotational	16	Bilbo	16	PostSurge	Dynamic	0.664796457	SteadyState	Fill
Rotational	16	Bilbo	16	PreSurge	Dynamic	9	SteadyState	Surplus
Rotational	16	Bilbo	16	Surge	Dynamic	2	SteadyState	Surplus
Rotational	16	Bilbo	16	PostSurge	Dynamic	1	SteadyState	Surplus
Rotational	19	Bilbo	4	PreSurge	Dynamic	0.924431068	SteadyState	Fill
Rotational	19	Bilbo	4	Surge	Dynamic	0.036970517	SteadyState	Fill
Rotational	19	Bilbo	4	PostSurge	Dynamic	0.886436862	SteadyState	Fill
Rotational	19	Bilbo	4	PreSurge	Dynamic	9	SteadyState	Surplus
Rotational	19	Bilbo	4	Surge	Dynamic	5	SteadyState	Surplus
Rotational	19	Bilbo	4	PostSurge	Dynamic	2	SteadyState	Surplus
Rotational	19	Bilbo	8	PreSurge	Dynamic	0.92366072	SteadyState	Fill
